CategoryNo;Category;Number;Title;Page;Image;Offset
6;Fleisch-Speisen;24;Salpicon;86;90;4
6;Fleisch-Speisen;25;Schinken, Pökelfleisch,Rauchfleisch, geräuch. Gansbrustgeräucherte Wurst;86;90;4
7;Fisch-Speisen;1;Stockfisch;87;91;4
7;Fisch-Speisen;2;Abgekochter Hecht;87;91;4
7;Fisch-Speisen;3;Hecht mit Capern;88;92;4
7;Fisch-Speisen;4;Abgekochter Lachs;88;92;4
7;Fisch-Speisen;5;Abgekochte Forelle;89;93;4
7;Fisch-Speisen;6;Aal mit Salbei;89;93;4
7;Fisch-Speisen;7;Gebackene Fische;90;94;4
7;Fisch-Speisen;8;Gebackene Fische auf holländische Art;90;94;4
7;Fisch-Speisen;9;Abgekochte Fische auf holländische Art;91;95;4
7;Fisch-Speisen;10;Stinte;92;96;4
7;Fisch-Speisen;11;Garneelen;92;96;4
7;Fisch-Speisen;12;Sardellen;93;97;4
7;Fisch-Speisen;13;Marinirte Heringe;93;97;4
7;Fisch-Speisen;14;Geräucherter Lachs;94;98;4
7;Fisch-Speisen;15;Fisch-Mayonnaise;94;98;4
8;Eier-Speisen, MehlSpeisen;1;Gekochte Eier;97;101;4
8;Eier-Speisen, MehlSpeisen;2;Gebackene Eier (Ochenaugen);98;102;4
8;Eier-Speisen, MehlSpeisen;3;Gerührte Eier;98;102;4
8;Eier-Speisen, MehlSpeisen;4;Verlorene Eier;99;103;4
8;Eier-Speisen, MehlSpeisen;5;Rothe Eier;100;104;4
8;Eier-Speisen, MehlSpeisen;6;Kibitz-Eier;100;104;4
8;Eier-Speisen, MehlSpeisen;7;Oster-Eier;100;104;4
8;Eier-Speisen, MehlSpeisen;8;Straußen-Ei;101;105;4
8;Eier-Speisen, MehlSpeisen;9;Omeletten;102;106;4
8;Eier-Speisen, MehlSpeisen;10;Gefüllte Omeletten;102;106;4
8;Eier-Speisen, MehlSpeisen;11;Wiener Mehlschmarrn m. Zwetschenröster;102;106;4
8;Eier-Speisen, MehlSpeisen;12;Auflege-Kuchen;103;107;4
8;Eier-Speisen, MehlSpeisen;13;Farcirter Pfannkuch;103;107;4
8;Eier-Speisen, MehlSpeisen;14;Schaum-Kuchen;104;108;4
8;Eier-Speisen, MehlSpeisen;15;Rahm-Kuchen;104;108;4
8;Eier-Speisen, MehlSpeisen;16;Reis-Kuchen;105;109;4
8;Eier-Speisen, MehlSpeisen;17;Mandel-Kuchen;105;109;4
8;Eier-Speisen, MehlSpeisen;18;Rosinen-Kuchen;106;110;4
8;Eier-Speisen, MehlSpeisen;19;Johannisbeerkuchen;106;110;4
8;Eier-Speisen, MehlSpeisen;20;Heidelbeer-Kuchen;106;110;4
8;Eier-Speisen, MehlSpeisen;21;Weißbrodkuchen mit Aepfeln;107;111;4
8;Eier-Speisen, MehlSpeisen;22;Schwarzbrod-Kuchen mit Aepfeln;107;111;4
8;Eier-Speisen, MehlSpeisen;23;Zwieback-Speise;108;112;4
8;Eier-Speisen, MehlSpeisen;24;Gußbrödchen;108;112;4
8;Eier-Speisen, MehlSpeisen;25;Weißbrodschnitten;109;113;4
8;Eier-Speisen, MehlSpeisen;26;Reisbrei;110;114;4
8;Eier-Speisen, MehlSpeisen;27;Mehl-Mus;110;114;4
8;Eier-Speisen, MehlSpeisen;28;Gemüse-Nudeln;111;115;4
8;Eier-Speisen, MehlSpeisen;29;Mehl-Klöße;111;115;4
8;Eier-Speisen, MehlSpeisen;30;Spätzlein;112;116;4
9;Kalte süße Speisen;1;Chocolade-Pudding;113;117;4
9;Kalte süße Speisen;2;Rahm-Pudding;114;118;4
9;Kalte süße Speisen;3;Eier-Pudding;114;118;4
9;Kalte süße Speisen;4;Rosen-Pudding;114;118;4
9;Kalte süße Speisen;5;Johannisbeer- Pudding;115;119;4
9;Kalte süße Speisen;6;Griesmehl-Pudding mit Chocolade;115;119;4
9;Kalte süße Speisen;7;Spanischer Reis;116;120;4
9;Kalte süße Speisen;8;Rothe Grütze (Bödgröd);116;120;4
9;Kalte süße Speisen;9;Weiße Grütze;117;121;4
9;Kalte süße Speisen;10;Süßer Rahm;117;121;4
9;Kalte süße Speisen;11;Rahmschnee;117;121;4
9;Kalte süße Speisen;12;Rahmschnee mit Himbeeren oder Erdbeeren;118;122;4
9;Kalte süße Speisen;13;Schneeberg;118;122;4
9;Kalte süße Speisen;14;Schnee-Eier;118;122;4
9;Kalte süße Speisen;15;Aepfel mit Guß;119;123;4
10;Pudding;1;Schwarzbrod - Pudding;121;125;4
10;Pudding;2;Zwieback-Pudding;122;126;4
10;Pudding;3;Griesmehl-Pudding;122;126;4
10;Pudding;4;Mehl-Pudding;123;127;4
10;Pudding;5;Apfel-Pudding;123;127;4
10;Pudding;6;Englischer Pudding;124;128;4
11;Auflauf;1;Maccaroni-Auflauf;127;131;4
11;Auflauf;2;Rahm-Auflauf;128;132;4
11;Auflauf;3;Chocolade-Auflauf;128;132;4
11;Auflauf;4;Mandel-Auflauf;128;132;4
11;Auflauf;5;Nuß-Auflauf;129;133;4
11;Auflauf;6;Aprikosen-Auflauf;129;133;4
11;Auflauf;7;Citronen-Auflauf;129;133;4
11;Auflauf;8;Obst-Auflauf;130;134;4
12;Crêmes;1;Mandel-Crême;131;135;4
12;Crêmes;2;Chocolade-Crême;131;135;4
12;Crêmes;3;Thee-Crême;132;136;4
12;Crêmes;4;Vanille-Crême;132;136;4
12;Crêmes;5;Makkaronen-Crême;132;136;4
12;Crêmes;6;Griesmehl-Crême;133;137;4
12;Crêmes;7;Kartoffelmehlcrême;133;137;4
12;Crêmes;8;Citronen-Crême;133;137;4
12;Crêmes;9;Apfel-Crême;134;138;4
12;Crêmes;10;Johannisbeercrême;134;138;4
12;Crêmes;11;Himbeer-Crême;135;139;4
12;Crêmes;12;Eier-Crême;135;139;4
13;Torten und Kuchen;1;Biscuit-Torte;137;141;4
13;Torten und Kuchen;2;Kartoffel-Torte;138;142;4
13;Torten und Kuchen;3;Chocolade-Torte;138;142;4
13;Torten und Kuchen;4;Mandel-Torte;139;143;4
13;Torten und Kuchen;5;Zwieback-Torte;139;143;4
13;Torten und Kuchen;6;Pfund-Torte;140;144;4
13;Torten und Kuchen;7;Linzer-Torte;140;144;4
13;Torten und Kuchen;8;Anis-Kuchen;141;145;4
13;Torten und Kuchen;9;Auflege-Kuchen;141;145;4
13;Torten und Kuchen;10;Amerikanischer Kuchen (Sponge Cake);142;146;4
13;Torten und Kuchen;11;Rahm-Torte;142;146;4
13;Torten und Kuchen;12;Reis-Torte;143;147;4
13;Torten und Kuchen;13;Citronen-Torte;143;147;4
13;Torten und Kuchen;14;Johannisbeer-Torte;144;148;4
13;Torten und Kuchen;15;Apfelkuchen;144;148;4
13;Torten und Kuchen;16;Heidelbeer-Kuchen;145;149;4
13;Torten und Kuchen;17;Kirschen-Kuchen;145;149;4
13;Torten und Kuchen;18;Gugelhopf (Rodon,Baba);146;150;4
14;Backwerk;1;Waffeln;147;151;4
14;Backwerk;2;Dütchen und Hütchen;148;152;4
14;Backwerk;3;Lückchen;149;153;4
14;Backwerk;4;Möndchen;150;154;4
14;Backwerk;5;Laubhütten-Küchlein;150;154;4
14;Backwerk;6;Bretzelchen;151;155;4
14;Backwerk;7;Gekochte Makkarönchen;151;155;4
14;Backwerk;8;Chocolade-Plätzchen;152;156;4
14;Backwerk;9;Anis-Plätzchen;152;156;4
14;Backwerk;10;Baises;152;156;4
14;Backwerk;11;Kräpfchen;153;157;4
14;Backwerk;12;Apfel-Küchlein;154;158;4
15;Pasteten;1;Hammelfleischpastete (Mutton-Pie);155;159;4
15;Pasteten;2;Kalbfleisch - Pastete (Veal-Pie);156;160;4
15;Pasteten;3;Rindsfilet - Pastete (Beefsteak-Pie);156;160;4
15;Pasteten;4;Spatzenpastete (Sparron-Pie);156;160;4
16;Compots Obst-Salate;1;Apfel-Compot;157;161;4
16;Compots Obst-Salate;2;Apfel-Mus;158;162;4
16;Compots Obst-Salate;3;Compot von getrockneten Aepfeln;159;163;4
16;Compots Obst-Salate;4;Compot von getrockneten Zwetschen;159;163;4
16;Compots Obst-Salate;5;Compot von getrockneten Heidelbeeren;159;163;4
16;Compots Obst-Salate;6;Möhren- Compot (rheinische Orangenschnitzel);159;163;4
16;Compots Obst-Salate;7;Kirschen-Compot;160;164;4
16;Compots Obst-Salate;8;Kirschäpfelchencomp;160;164;4
16;Compots Obst-Salate;9;Erdbeer-Compot;161;165;4
16;Compots Obst-Salate;10;Himbeer-Compot;161;165;4
16;Compots Obst-Salate;11;Johannisbeer-Comp;161;165;4
16;Compots Obst-Salate;12;Preißelbeer-Compot;162;166;4
16;Compots Obst-Salate;13;Heidelbeer-Compot;162;166;4
16;Compots Obst-Salate;14;Brombeer-Compot;163;167;4
16;Compots Obst-Salate;15;Salat von Erdbeeren, Himbeeren oder Brombeeren;163;167;4
16;Compots Obst-Salate;16;Salat von Johannisbeeren;164;168;4
16;Compots Obst-Salate;17;Salat von Aprikosen, Pfirsich oder Ananas-Erdbeeren;164;168;4
16;Compots Obst-Salate;18;Salat von Mandarin-Apfelsinen;164;168;4
16;Compots Obst-Salate;19;Gemischter Obst-Salat (Macedoine);165;169;4
16;Compots Obst-Salate;20;Gemischter Obst-Salat auf andere Art;165;169;4
17;Salate;1;Kartoffel-Salat;167;171;4
17;Salate;2;Hering-Salat;167;171;4
17;Salate;3;Garneelen-Salat;168;172;4
17;Salate;4;Fleisch- oder Fisch¬Salat;168;172;4
17;Salate;5;Garten-Salat;168;172;4
17;Salate;6;Brunnenkreß-Salat;170;174;4
17;Salate;7;Gurken-Salat;170;174;4
17;Salate;8;Tomaten-Salat;170;174;4
17;Salate;9;Radieschen-Salat;171;175;4
17;Salate;10;Erbsen-Salat;171;175;4
17;Salate;11;Kraut-Salat;171;175;4
17;Salate;12;Blumen-Salat;172;176;4
18;Warme Saucen;1;Weiße Sauce;173;177;4
18;Warme Saucen;2;Braune Sance;173;177;4
18;Warme Saucen;3;Beschamel-Sauce;174;178;4
18;Warme Saucen;4;Heiße Sardellenbutt;174;178;4
18;Warme Saucen;5;Wein-Sauce (Chaudeau);174;178;4
18;Warme Saucen;6;Vanille-Sauce;175;179;4
18;Warme Saucen;7;Chocoladen-Sauce;175;179;4
18;Warme Saucen;8;Mandel-Sauce;176;180;4
18;Warme Saucen;9;Kirschen-Sauce;176;180;4
18;Warme Saucen;10;Johannisbeersance;176;180;4
19;Kalte Saucen;1;Mayonnaise-Sauce;177;181;4
19;Kalte Saucen;2;Rothe Mayonnaise¬Sauce (Cumberland-Sance);177;181;4
19;Kalte Saucen;3;Französische Sauce (Sauce à la Diable);178;182;4
19;Kalte Saucen;4;Remolade-Sauce;178;182;4
19;Kalte Saucen;5;Wein-Sance;178;182;4
19;Kalte Saucen;6;Rahm-Sauce;179;183;4
19;Kalte Saucen;7;Fruchtsaft-Sauce;179;183;4
19;Kalte Saucen;8;Marmelade-Sauce;179;183;4
19;Kalte Saucen;9;Johannisbeersauce;180;184;4
19;Kalte Saucen;10;Erdbeer- oder Himbeer-Sauce;180;184;4
20;Getränke;1;Glühwein;181;185;4
20;Getränke;2;Eierwein (Chaudeau);181;185;4
20;Getränke;3;Kalter Eierwein;182;186;4
20;Getränke;4;Eierbier;182;186;4
20;Getränke;5;Fruchtwasser;182;186;4
20;Getränke;6;Erdbeer-Bowle;182;186;4
20;Getränke;7;Mai-Bowle;183;187;4
20;Getränke;8;Reseda-Bowle;183;187;4
21;Teige;1;Blätterteig;185;189;4
21;Teige;2;Mürber Teig;185;189;4
21;Teige;3;Gebrühter Teig;186;190;4
21;Teige;4;Backteig;186;190;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;1;Suppen (Siehe Kaltschale.);187;191;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;2;Weißbrod-Pudding;187;191;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;3;Zwieback-Speise;188;192;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;4;Nuß-Speise;188;192;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;5;Pflaumen-Speise;188;192;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;6;Apfelspeise mit Apfelsine;189;193;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;7;Apfel-Mus;189;193;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;8;Schwarzbrod-Mus;189;193;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;9;Compot;190;194;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;10;Compot von getrockneten Pflaumen;190;194;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;11;Compot von Nußkernen;190;194;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;12;Schneeberg Sieh kaltesüße Speis;190;194;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;13;Rahmschnee;190;194;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;14;Süß. Rahm;191;195;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;15;Eier-Crême;191;195;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;16;Obst-Kuchen;191;195;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;17;Aniskuchen;191;195;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;18;Zuckerkuchen;191;195;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;19;Apfelküchlein;192;196;4
22;Kalte Küche oder Speisen ohne Feuer bereitet;20;Ueberzuckertes Obst;192;196;4
23;Blumen-Küche;1;Gemüse- Suppe (Julienne);195;199;4
23;Blumen-Küche;2;Saure Milch;196;200;4
23;Blumen-Küche;3;mischtes Gemüse (Macedoine);196;200;4
23;Blumen-Küche;4;Kohlrabi;196;200;4
23;Blumen-Küche;5;Spinat mit Eiern;196;200;4
23;Blumen-Küche;6;Beefsteacks mit Spiegeleiern;197;201;4
23;Blumen-Küche;7;Hammelschlegel;197;201;4
23;Blumen-Küche;8;Klöße;197;201;4
23;Blumen-Küche;9;Reisbrei;198;202;4
23;Blumen-Küche;10;Reistassen;198;202;4
23;Blumen-Küche;11;Pudding;198;202;4
23;Blumen-Küche;12;Schneeball m. Violensauce;198;202;4
23;Blumen-Küche;13;Compots;199;203;4
23;Blumen-Küche;14;Salat;199;203;4
23;Blumen-Küche;15;Kuchen;199;203;4
23;Blumen-Küche;16;Küchlein;199;203;4
23;Blumen-Küche;17;Kröpfchen;200;204;4
23;Blumen-Küche;18;Dessert;200;204;4
