CategoryNo;Category;Number;Title;Page;Image;Offset
15;Hefen- und Schmalz-Backerei;426;Zwetschenkuchen;206;242;36
15;Hefen- und Schmalz-Backerei;427;Berliner Pfannküchelchen;207;243;36
15;Hefen- und Schmalz-Backerei;428;Bettelmann;207;243;36
15;Hefen- und Schmalz-Backerei;429;Bierhefen-Küchlein;208;244;36
15;Hefen- und Schmalz-Backerei;430;Brod-Kuchen;208;244;36
15;Hefen- und Schmalz-Backerei;431;Englischer Kuchen;208;244;36
15;Hefen- und Schmalz-Backerei;432;Fleisch-Kuchen;209;245;36
15;Hefen- und Schmalz-Backerei;433;Frankfurter Kugelhopfen;209;245;36
15;Hefen- und Schmalz-Backerei;434;Einen gerührten Kuchen;210;246;36
15;Hefen- und Schmalz-Backerei;435;Heidelbeer-Kuchen;210;246;36
15;Hefen- und Schmalz-Backerei;436;Hirschhörner;211;247;36
15;Hefen- und Schmalz-Backerei;437;Honigkuchen;211;247;36
15;Hefen- und Schmalz-Backerei;438;Kaiserkuchen zu backen;212;248;36
15;Hefen- und Schmalz-Backerei;439;Kartoffelkräpfel;212;248;36
15;Hefen- und Schmalz-Backerei;440;Kartoffelkuchen;212;248;36
15;Hefen- und Schmalz-Backerei;441;Kartoffelkuchen auf andere Art;213;249;36
15;Hefen- und Schmalz-Backerei;442;Kartoffel-Waffeln;213;249;36
15;Hefen- und Schmalz-Backerei;443;Käsekuchen;214;250;36
15;Hefen- und Schmalz-Backerei;444;Käsekuchen auf andere Art;214;250;36
15;Hefen- und Schmalz-Backerei;445;Gerührter Kirschenkuchen;215;251;36
15;Hefen- und Schmalz-Backerei;446;Kirschenkuchen mit eingeweichtem Weck;215;251;36
15;Hefen- und Schmalz-Backerei;447;Ein vorzüglich dicker Kirschenkuchen;216;252;36
15;Hefen- und Schmalz-Backerei;448;Ein Kirschenkuchen;216;252;36
15;Hefen- und Schmalz-Backerei;449;Königskuchen;217;253;36
15;Hefen- und Schmalz-Backerei;450;Krack-Kuchen;217;253;36
15;Hefen- und Schmalz-Backerei;451;Ausgeschöpfte Kräpfel;217;253;36
15;Hefen- und Schmalz-Backerei;452;Kräpfel;218;254;36
15;Hefen- und Schmalz-Backerei;453;Eine andere gute Art Kräpfel;218;254;36
15;Hefen- und Schmalz-Backerei;454;Gefüllte Kräpfel;219;255;36
15;Hefen- und Schmalz-Backerei;455;Kräpfel in kleinerer Quantität;219;255;36
15;Hefen- und Schmalz-Backerei;456;Kugel-Hopfen;220;256;36
15;Hefen- und Schmalz-Backerei;457;Magdalenen-Kuchen;220;256;36
15;Hefen- und Schmalz-Backerei;458;Mailänder Kuchen;221;257;36
15;Hefen- und Schmalz-Backerei;459;Mandel-Kuchen;221;257;36
15;Hefen- und Schmalz-Backerei;460;Marburger-Kuchen;221;257;36
15;Hefen- und Schmalz-Backerei;461;Maul-Taschen;221;257;36
15;Hefen- und Schmalz-Backerei;462;Mirabellen-Kuchen;222;258;36
15;Hefen- und Schmalz-Backerei;463;Wohlfeile Mundküchlein;222;258;36
15;Hefen- und Schmalz-Backerei;464;Obst-Kuchen;222;258;36
15;Hefen- und Schmalz-Backerei;465;Sogenannter Petzkuchen;223;259;36
15;Hefen- und Schmalz-Backerei;466;Rahm-Waffeln;224;260;36
15;Hefen- und Schmalz-Backerei;467;Randkuchen zu backen;224;260;36
15;Hefen- und Schmalz-Backerei;468;Ratankuchen zu machen;224;260;36
15;Hefen- und Schmalz-Backerei;469;Rührkuchen;225;261;36
15;Hefen- und Schmalz-Backerei;470;Rührkuchen mit Eiern;225;261;36
15;Hefen- und Schmalz-Backerei;471;Rührkuchen in einer etwas größern Form;226;262;36
15;Hefen- und Schmalz-Backerei;472;Schmandkuchen;226;262;36
15;Hefen- und Schmalz-Backerei;473;Schneeballen;226;262;36
15;Hefen- und Schmalz-Backerei;474;Spanischbrod-Teig zu machen;227;263;36
15;Hefen- und Schmalz-Backerei;475;Ein mürber Teig;227;263;36
15;Hefen- und Schmalz-Backerei;476;Ein süßer Teig;228;264;36
15;Hefen- und Schmalz-Backerei;477;Traubenkuchen;228;264;36
15;Hefen- und Schmalz-Backerei;478;Waffeln zu machen;228;264;36
15;Hefen- und Schmalz-Backerei;479;Waffeln zu machen auf andere Art;228;264;36
15;Hefen- und Schmalz-Backerei;480;Waffeln auf noch andere Art;229;265;36
15;Hefen- und Schmalz-Backerei;481;Waffeln mit Hefen;229;265;36
15;Hefen- und Schmalz-Backerei;482;Wiener Kuchen;230;266;36
15;Hefen- und Schmalz-Backerei;483;Windbeutel;230;266;36
15;Hefen- und Schmalz-Backerei;484;Zimmtkuchen;231;267;36
15;Hefen- und Schmalz-Backerei;485;Zimmtkuchen auf andere Art;231;267;36
15;Hefen- und Schmalz-Backerei;486;Zwetschenkuchen;231;267;36
15;Hefen- und Schmalz-Backerei;487;Zwiebelkuchen;231;267;36
16;Zucker-Backerei;488;Anis-Brod;232;268;36
16;Zucker-Backerei;489;Anisgebackenes;233;269;36
16;Zucker-Backerei;490;Anis-Zuckerwerk;233;269;36
16;Zucker-Backerei;491;Kleine Backereien;234;270;36
16;Zucker-Backerei;492;Baseler-Gebackenes;234;270;36
16;Zucker-Backerei;493;Kleine Bisquits;235;271;36
16;Zucker-Backerei;494;Bisquit-Kuchen;235;271;36
16;Zucker-Backerei;495;Bisquitkuchen auf andere Art;236;272;36
16;Zucker-Backerei;496;Ein recht guter Bisquitkuchen;236;272;36
16;Zucker-Backerei;497;Bisquitkuchen auf noch andere Art;237;273;36
16;Zucker-Backerei;498;Bretzelchen;237;273;36
16;Zucker-Backerei;499;Butter-Gebackenes;237;273;36
16;Zucker-Backerei;500;Butter-Gebackenes auf andere Art;238;274;36
16;Zucker-Backerei;501;Butter-Gebackenes auf noch andere  Art;238;274;36
16;Zucker-Backerei;502;Chokolade-Küchlein;238;274;36
16;Zucker-Backerei;503;Chokolade-Küchlein auf andere Art;238;274;36
16;Zucker-Backerei;504;Chokolade-Küchlein mit Mandeln;239;275;36
16;Zucker-Backerei;505;Citronen-Gebackenes;239;275;36
16;Zucker-Backerei;506;Frankfurter Brenten;239;275;36
16;Zucker-Backerei;507;Kleine französische Kuchen;240;276;36
16;Zucker-Backerei;508;Ein gutes Gebäck;240;276;36
16;Zucker-Backerei;509;Herrnhuter Küchlein;240;276;36
16;Zucker-Backerei;510;Hiepen;241;277;36
16;Zucker-Backerei;511;Hiepen auf eine andere Art;241;277;36
16;Zucker-Backerei;512;Hiepen auf noch andere Art;241;277;36
16;Zucker-Backerei;513;Hiepen-Recept auf andere Art;242;278;36
16;Zucker-Backerei;514;Kaffeeküchlein;242;278;36
16;Zucker-Backerei;515;Kartoffel-Bisquit;242;278;36
16;Zucker-Backerei;516;Süße Küchlein;243;279;36
16;Zucker-Backerei;517;Kleine süße Küchlein;243;279;36
16;Zucker-Backerei;518;Weiße Lebkuchen;243;279;36
16;Zucker-Backerei;519;Mailändische Küchlein;244;280;36
16;Zucker-Backerei;520;Makronen;244;280;36
16;Zucker-Backerei;521;Makronen auf andere Art;245;281;36
16;Zucker-Backerei;522;Bittere Makronen;245;281;36
16;Zucker-Backerei;523;Mandelbogen;245;281;36
16;Zucker-Backerei;524;Gebackene Mandeln;246;282;36
16;Zucker-Backerei;525;Gebackene Mandeln von Kartoffeln;246;282;36
16;Zucker-Backerei;526;Mandel-Gebackenes;247;283;36
16;Zucker-Backerei;527;Mandelgebackenes auf andere Art;247;283;36
16;Zucker-Backerei;528;Geröstete Mandeln;247;283;36
16;Zucker-Backerei;529;Mandel-Kränzchen;248;284;36
16;Zucker-Backerei;530;Mandelschnitten;248;284;36
16;Zucker-Backerei;531;Pfeffernüsse;249;285;36
16;Zucker-Backerei;532;Pfeffernüsse auf andere Art;249;285;36
16;Zucker-Backerei;533;Pfeffernüsse auf noch andere Art;250;286;36
16;Zucker-Backerei;534;Sehr gutes Rahm-Gebackenes;250;286;36
16;Zucker-Backerei;535;Gebackene S. S.;250;286;36
16;Zucker-Backerei;536;Schwaben-Hütchen;251;287;36
16;Zucker-Backerei;537;Spar-Anisgebackenes-Recept;251;287;36
16;Zucker-Backerei;538;Stangen-Brod;251;287;36
16;Zucker-Backerei;539;Stangen-Brod auf andere Art;252;288;36
16;Zucker-Backerei;540;Süße Streifen;252;288;36
16;Zucker-Backerei;541;Thee-Bretzelchen;253;289;36
16;Zucker-Backerei;542;Vanille-Luft;253;289;36
16;Zucker-Backerei;543;Vanille-Luft in größerer Quantitä;253;289;36
16;Zucker-Backerei;544;Wasser-Hiepen;253;289;36
16;Zucker-Backerei;545;Weihnachts-Gebackenes;254;290;36
16;Zucker-Backerei;546;Wiener Kolatschen;254;290;36
16;Zucker-Backerei;547;Wiener Küchlein;254;290;36
16;Zucker-Backerei;548;Wiff;255;291;36
16;Zucker-Backerei;549;Windbeutel;255;291;36
16;Zucker-Backerei;550;Zimmt-Hiepen;255;291;36
16;Zucker-Backerei;551;Zimmt-Mandeln;256;292;36
16;Zucker-Backerei;552;Zimmt-Stern;256;292;36
16;Zucker-Backerei;553;Zimmt-Wäffelchen;257;293;36
16;Zucker-Backerei;554;Zitronen-Auflauf;257;293;36
16;Zucker-Backerei;555;Zitronen-Küchlein;257;293;36
16;Zucker-Backerei;556;Zucker-Bretzelchen;258;294;36
16;Zucker-Backerei;557;Zucker-Gebackenes mit Rosinen;258;294;36
16;Zucker-Backerei;558;Zucker-Stengel;258;294;36
16;Zucker-Backerei;559;Zwieback;259;295;36
16;Zucker-Backerei;560;Zwieback auf andere Art;259;295;36
17;Glasuren zu Torten und Kuchen;561;Einen Guß auf Kuchen und Torten zu machen;259;295;36
17;Glasuren zu Torten und Kuchen;562;Chokolade-Glage auf eine Torte;260;296;36
17;Glasuren zu Torten und Kuchen;563;Weiße Glace;260;296;36
18;Torten;564;Aepfel-Torte;261;297;36
18;Torten;565;Aepfel-Torte auf andere Art;261;297;36
18;Torten;566;Aepfel-Torte mit Gitter;261;297;36
18;Torten;567;Baum-Torte;262;298;36
18;Torten;568;Feine Bisquit-Torte;263;299;36
18;Torten;569;Brod-Torte;264;300;36
18;Torten;570;Brod-Torte auf andere Art;264;300;36
18;Torten;571;Eine gute Brod-Torte;264;300;36
18;Torten;572;Schwarze Brod-Torte;256;292;36
18;Torten;573;Eier-Torte;256;292;36
18;Torten;574;Gerührte Törtchen;266;302;36
18;Torten;575;Hefen-Torte;266;302;36
18;Torten;576;Kartoffel-Torte;267;303;36
18;Torten;577;Kartoffel-Mandeltorte;267;303;36
18;Torten;578;Kirschen-Torte;267;303;36
18;Torten;579;Kirschen-Torte mit Blätterteig;268;304;36
18;Torten;580;Kraft-Torte;268;304;36
18;Torten;581;Mandel-Torte;269;305;36
18;Torten;582;Eine Mandel-Torte auf andere Art;269;305;36
18;Torten;583;Unvergleichliche Mandel-Torte;270;306;36
18;Torten;584;Marien-Torte;270;306;36
18;Torten;585;Eine Obst-Torte;271;307;36
18;Torten;586;Eine Obst-Torte auf andere Art;271;307;36
18;Torten;587;Quitten-Torte;271;307;36
18;Torten;588;Reis-Torte;272;308;36
18;Torten;589;Sand-Torte;272;308;36
18;Torten;590;Sand-Torte auf eine andere Art;272;308;36
18;Torten;591;Sand-Törtchen;273;309;36
18;Torten;592;Spanischer Teig auf die gewöhnliche Art;273;309;36
18;Torten;593;Torten-Teig;274;310;36
18;Torten;594;Trauben-Torte;274;310;36
18;Torten;595;Eine Weinkirschen-Torte;274;310;36
18;Torten;596;Eine Weinkirschen-Torte auf andere Art;275;311;36
18;Torten;597;Wiener Torte;275;311;36
18;Torten;598;Zwetschen-Torte;276;312;36
18;Torten;599;Zwetschen-Torte auf andere Art;277;313;36
19;Puddinge und Auflaufe;600;Zubereitung der Puddinge;277;313;36
19;Puddinge und Auflaufe;601;Zubereitung der Puddinge auf andere Art;278;314;36
19;Puddinge und Auflaufe;602;Citronen-Zucker;279;315;36
19;Puddinge und Auflaufe;603;Orangen-Zucker;280;316;36
19;Puddinge und Auflaufe;604;Pomeranzen-Zucker;280;316;36
19;Puddinge und Auflaufe;605;Zimmt-Zucker;280;316;36
19;Puddinge und Auflaufe;606;Vanille-Zucker;280;316;36
19;Puddinge und Auflaufe;607;Mandeln;280;316;36
19;Puddinge und Auflaufe;608;Rosinen;280;316;36
19;Puddinge und Auflaufe;609;Haselnüsse;280;316;36
19;Puddinge und Auflaufe;610;Bisquit-Pudding;281;317;36
19;Puddinge und Auflaufe;611;Brod-Pudding;281;317;36
19;Puddinge und Auflaufe;612;Brod-Pudding (von schwarzem Brod);282;318;36
19;Puddinge und Auflaufe;613;Chokolade-Pudding;282;318;36
19;Puddinge und Auflaufe;614;Gersten-Pudding;282;318;36
19;Puddinge und Auflaufe;615;Gries-Pudding;283;319;36
19;Puddinge und Auflaufe;616;Kalter Pudding;283;319;36
19;Puddinge und Auflaufe;617;Kalter Pudding oder Punsch-Reis;283;319;36
19;Puddinge und Auflaufe;618;Kartoffel-Pudding;284;320;36
19;Puddinge und Auflaufe;619;Kartoffel-Pudding auf andere Art;284;320;36
19;Puddinge und Auflaufe;620;Mehl-Pudding;285;321;36
19;Puddinge und Auflaufe;621;Mehl-Pudding mit Vanille;285;321;36
19;Puddinge und Auflaufe;622;Nudel-Pudding;286;322;36
19;Puddinge und Auflaufe;623;Pudding zu machen;286;322;36
19;Puddinge und Auflaufe;624;Pudding zu machen von gebrühtem Teig;286;322;36
19;Puddinge und Auflaufe;625;Pudding zu machen mit saurem Rahm;287;323;36
19;Puddinge und Auflaufe;626;Reis-Pudding;288;324;36
19;Puddinge und Auflaufe;627;Sago-Pudding;288;324;36
19;Puddinge und Auflaufe;628;Kalter Sago-Pudding;289;325;36
19;Puddinge und Auflaufe;629;Schotto-Pudding;290;326;36
19;Puddinge und Auflaufe;630;Spinat-Pudding;290;326;36
19;Puddinge und Auflaufe;631;Stärke-Pudding;291;327;36
19;Puddinge und Auflaufe;632;Ein Weck-Pudding;291;327;36
20;Von den Auflaufen;633;Ein Auflauf;292;328;36
20;Von den Auflaufen;634;Borsdorfer Aepfel-Auflauf;293;329;36
20;Von den Auflaufen;635;Brod-Auflauf;293;329;36
20;Von den Auflaufen;636;Chokolade-Auflaus;293;329;36
20;Von den Auflaufen;637;Citronat-Auflaus;294;330;36
20;Von den Auflaufen;638;Gries-Auflau;294;330;36
20;Von den Auflaufen;639;Gries-Auflauf (Von gelbem Gries);294;330;36
20;Von den Auflaufen;640;Kartoffel-Auflauf;295;331;36
20;Von den Auflaufen;641;Kirschen-Auflauf;295;331;36
20;Von den Auflaufen;642;Mandel-Auflau;296;332;36
20;Von den Auflaufen;643;Nudel-Auflauf;296;332;36
20;Von den Auflaufen;644;Reis-Auflauf;296;332;36
20;Von den Auflaufen;645;Reis-Auflauf auf andere Art;296;332;36
20;Von den Auflaufen;646;Reis-Auflauf auf noch andere Art;297;333;36
20;Von den Auflaufen;647;Reis-Auflauf auf eine noch andere Art;298;334;36
20;Von den Auflaufen;648;Reis-Auflauf mit Arrac;298;334;36
20;Von den Auflaufen;649;Eine süße Schüssel;299;335;36
21;Von den Crêmen;650;Chokolade-Crême;299;335;36
21;Von den Crêmen;651;Citronen-Crême;300;336;36
21;Von den Crêmen;652;Citronen-Crême auf andere Art;300;336;36
21;Von den Crêmen;653;Citronen-Crême auf noch andere Art;301;337;36
21;Von den Crêmen;654;Erdbeeren-Crême;301;337;36
21;Von den Crêmen;655;Himbeeren-Crême;301;337;36
21;Von den Crêmen;656;Himbeer-Schaum;302;338;36
21;Von den Crêmen;657;Johannisbeeren-Crême;302;338;36
21;Von den Crêmen;658;Kirschen-Crêm;302;338;36
21;Von den Crêmen;659;Königs-Crême;303;339;36
21;Von den Crêmen;660;Eine Mandel-Creme, welche yu Rindfleisch aufgestellt wird;304;340;36
21;Von den Crêmen;661;Milch-Crême;304;340;36
21;Von den Crêmen;662;Punsch--Crême;304;340;36
21;Von den Crêmen;663;Reis-Crême;304;340;36
21;Von den Crêmen;664;Thee-Crême;305;341;36
21;Von den Crêmen;665;Vanille-Crême;305;341;36
21;Von den Crêmen;666;Wein-Crême;306;342;36
21;Von den Crêmen;667;Wein-Crême auf andere Art;306;342;36
21;Von den Crêmen;668;Wein-Crême auf noch andere Art;306;342;36
21;Von den Crêmen;669;Wein-Crême auf noch eine andere Art;307;343;36
21;Von den Crêmen;670;Gebackene Citronen-Crême;307;343;36
22;Getränke;671;Arrow-Root-Trank für Kranke;307;343;36
22;Getränke;672;Warmes Bier;308;344;36
22;Getränke;673;Bischof;308;344;36
22;Getränke;674;Bischoff-Essenz;308;344;36
22;Getränke;675;Bischoff-Essenz auf andere Art;309;345;36
22;Getränke;676;Borsdorfer Aepfel-Trank;309;345;36
22;Getränke;677;Chokolade zu kochen;310;346;36
22;Getränke;678;Damen-Punsch;310;346;36
22;Getränke;679;Eier-Punsch;310;346;36
22;Getränke;680;Eiertrank für Kranke;311;347;36
22;Getränke;681;Eierwein;311;347;36
22;Getränke;682;Erdbeeren-Kalteschale;311;347;36
22;Getränke;683;Gersten-Trank;311;347;36
22;Getränke;684;Glüh-Wein;312;348;36
22;Getränke;685;Glüh-Wein auf andere Art;312;348;36
22;Getränke;686;Grog;312;348;36
22;Getränke;687;Himbeer-Essig;313;349;36
22;Getränke;688;Isländisches Moos für Kranke;313;349;36
22;Getränke;689;Kirschen-Liqueur;314;350;36
22;Getränke;690;Kirschentrank für Kranke;314;350;36
22;Getränke;691;Ein gesunder und wohlschmeckender Kräuterthee;314;350;36
22;Getränke;692;Limonade;315;351;36
22;Getränke;693;Limonade auf andere Art;315;351;36
22;Getränke;694;Limonadein größerer Quantität;315;351;36
22;Getränke;695;Mandelmilch;315;351;36
22;Getränke;696;Mandelmilch;316;352;36
22;Getränke;697;Mai-Wein;316;352;36
22;Getränke;698;Milch-Kalteschale;316;352;36
22;Getränke;699;Nürnberger-Limonade;317;353;36
22;Getränke;700;Nuß-Liqueur anzusetzen;317;353;36
22;Getränke;701;Nuß-Liqueur anzusetzen auf andere Art;317;353;36
22;Getränke;702;Ein Pulver von Reis, wovon ein recht nährendes Getränk bereitet werden kann;318;354;36
22;Getränke;703;Punsch;318;354;36
22;Getränke;704;Punsch auf andere Art;319;355;36
22;Getränke;705;Punsch-Recept auf andere Art;319;355;36
22;Getränke;706;Punsch auf die beste Art;319;355;36
22;Getränke;707;Punsch-Essenz;320;356;36
22;Getränke;708;Punsch-Essenz auf andere Art;320;356;36
22;Getränke;709;Quittenbranntwein zu machen;321;357;36
22;Getränke;710;Reformirter Thee;321;357;36
22;Getränke;711;Rother Schaumwein;322;358;36
22;Getränke;712;Schnee-Milch;322;358;36
22;Getränke;713;Schweizer-Punsch;322;358;36
22;Getränke;714;Thee von Erdbeer-Blättchen;323;359;36
22;Getränke;715;Ein guter Trank für Kranke;323;359;36
22;Getränke;716;Ein nährender Trank;324;360;36
22;Getränke;717;Warmer Wein (Vin chaud);324;360;36
22;Getränke;718;Wein-Kaltschale;324;360;36
22;Getränke;719;Wein-Kaltschale größerer Quantität;325;361;36
22;Getränke;720;Weinstein-Limonade;325;361;36
22;Getränke;721;Weißes Eis;325;361;36
22;Getränke;722;Zimmt-Eis;325;361;36
23;Verschiedenes;723;Aepfel zu dörren;326;362;36
23;Verschiedenes;724;Birnen zu trocknen;326;362;36
23;Verschiedenes;725;Vom Blanchiren;327;363;36
23;Verschiedenes;726;Getrocknete Bohnen;327;363;36
23;Verschiedenes;727;Butter auszulassen;328;364;36
23;Verschiedenes;728;Butter einzusalzen;328;364;36
23;Verschiedenes;729;Butter einzusalzen auf eine sehr gute Art;329;365;36
23;Verschiedenes;730;Chlor calcis;329;365;36
23;Verschiedenes;731;Chokolade zu fabriciren;330;366;36
23;Verschiedenes;732;Um Eier aufzubewahren;330;366;36
23;Verschiedenes;733;Eier aufzubewahren auf andere Art;331;367;36
23;Verschiedenes;734;Fleisch einzusalzen;331;367;36
23;Verschiedenes;735;Eine Gans zu mästen;331;367;36
23;Verschiedenes;736;Handkäse zu machen;332;368;36
23;Verschiedenes;737;Heidelbeeren zu trocknen;333;369;36
23;Verschiedenes;738;Eine gute Art die Kernerbsen aufzubewahren;333;369;36
23;Verschiedenes;739;Glacirte Kirschen;334;370;36
23;Verschiedenes;740;Kräuteressig zu saueren Speisen;334;370;36
23;Verschiedenes;741;Recept zu einem guten Lack;334;370;36
23;Verschiedenes;742;Meerrettig;335;371;36
23;Verschiedenes;743;Frisches Obst aufzubewahren;335;371;36
23;Verschiedenes;744;Getrocknetes Obst aufzubewahren;336;372;36
23;Verschiedenes;745;Preßkopf;337;373;36
23;Verschiedenes;746;Preßkopf auf andere Art;337;373;36
23;Verschiedenes;747;Preßkopf auf noch andere Art;338;374;36
23;Verschiedenes;748;Sardellen-Butter zuzubereiten;338;374;36
23;Verschiedenes;749;Schinken zu backen;338;374;36
23;Verschiedenes;750;Geräucherten Schinken zu kochen;338;374;36
23;Verschiedenes;751;Schinken zu salzen;339;375;36
23;Verschiedenes;752;Schmierkäse einzurühren;339;375;36
23;Verschiedenes;753;Senf zu machen;340;376;36
23;Verschiedenes;754;Senf zuzubereiten auf andere Art;340;376;36
23;Verschiedenes;755;Senf zu bereiten auf eine ganz besonders gute Art;340;376;36
23;Verschiedenes;756;Noch eine Art Senf;341;377;36
23;Verschiedenes;757;Geräucherter Speck;341;377;36
23;Verschiedenes;758;Weintrauben aufzubewahren;341;377;36
23;Verschiedenes;759;Citronen zu erhalten;342;378;36
24;Ueber das Einmachen;760;Ueber das Einmachen in Zucker im Allgemeinen;342;378;36
24;Ueber das Einmachen;761;Ananas einzumachen;343;379;36
24;Ueber das Einmachen;762;Aprikosen einzumachen;343;379;36
24;Ueber das Einmachen;763;Aprikosen einzumachen auf eine andere Art;343;379;36
24;Ueber das Einmachen;764;Birnen einzumachen;344;380;36
24;Ueber das Einmachen;765;Erdbeeren einzumachen;344;380;36
24;Ueber das Einmachen;766;Hagebutten einzumachen;344;380;36
24;Ueber das Einmachen;767;Hagebutten-Mark;345;381;36
24;Ueber das Einmachen;768;Himbeeren;345;381;36
24;Ueber das Einmachen;769;Johannistrauben einzumachen;345;381;36
24;Ueber das Einmachen;770;Johannistrauben einzumachen auf eine kürzere Art;345;381;36
24;Ueber das Einmachen;771;Kirschen süß einzumachen;346;382;36
24;Ueber das Einmachen;772;Melonen einzumachen;346;382;36
24;Ueber das Einmachen;773;Nüsse einzumachen;346;382;36
24;Ueber das Einmachen;774;Quitten einzumachen;347;383;36
24;Ueber das Einmachen;775;Reineclanden einzumachen;347;383;36
24;Ueber das Einmachen;776;Sauerkirschen einzumachen;348;384;36
24;Ueber das Einmachen;777;Stachelbeeren einzumachen;348;384;36
24;Ueber das Einmachen;778;Welsche Nüsse einzumachen;348;384;36
24;Ueber das Einmachen;779;Zwetschen ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;780;Heidelbeeren ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;781;Aprikosen ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;782;Pfirsiche ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;783;Pflaumen ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;784;Reineclanden ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;785;Kirschen ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;786;Johannisbeeren ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
24;Ueber das Einmachen;787;Himbeeren ohne alle Zutaten einzukochen, welche Obstarten man im Winter zu Kuchen verbrauchen kann;349;385;36
25;In Essig eingemachte Früchte;788;Birnen in Essig und Zucker einzumachen;350;386;36
25;In Essig eingemachte Früchte;789;Champignons einzumachen;350;386;36
25;In Essig eingemachte Früchte;790;Essig-Gurken einzumachen, daß sie ihre schön grüne Farbe behalten;350;386;36
25;In Essig eingemachte Früchte;791;Essig-Gurken einzumachen;351;387;36
25;In Essig eingemachte Früchte;792;Essig-Gurken einzumachen auf kürzere Art;351;387;36
25;In Essig eingemachte Früchte;793;Essig-Gurken einzumachen auf andere Art;352;388;36
25;In Essig eingemachte Früchte;794;Geschnittene Gurken einzumachen;352;388;36
25;In Essig eingemachte Früchte;795;Johannistrauben in Essig einzumachen;353;389;36
25;In Essig eingemachte Früchte;796;Kirschen einzumachen;353;389;36
25;In Essig eingemachte Früchte;797;Melonen einzumachen;353;389;36
25;In Essig eingemachte Früchte;798;Pfeffer-Gurken in Essig einzumachen;354;390;36
25;In Essig eingemachte Früchte;799;Pfirsiche in Essig einzumachen;354;390;36
25;In Essig eingemachte Früchte;800;Pflaumen in Essig einzumachen;355;391;36
25;In Essig eingemachte Früchte;801;Rothe Rüben einzumachen;355;391;36
25;In Essig eingemachte Früchte;802;Große Salatgurken auf franz. Art einzumachen;355;391;36
25;In Essig eingemachte Früchte;803;Salz-Gurken einzumachen;356;392;36
25;In Essig eingemachte Früchte;804;Salz-Gurken einzumachen auf eine sehr gute Art;357;393;36
25;In Essig eingemachte Früchte;805;Senf-Gurken einzumachen;357;393;36
25;In Essig eingemachte Früchte;806;Senf-Gurken einzumachen;358;394;36
25;In Essig eingemachte Früchte;807;Spargeln in Essig einzumachen;358;394;36
25;In Essig eingemachte Früchte;808;Wein-Kirschen einzumachen auf die gewöhnliche Art;358;394;36
25;In Essig eingemachte Früchte;809;Zucker-Gurker;358;394;36
25;In Essig eingemachte Früchte;810;Zwetschen einzumachen;359;395;36
25;In Essig eingemachte Früchte;811;Ausgekernte Zwetschen auf andere Art einzumachen;359;395;36
25;In Essig eingemachte Früchte;812;Gekernte Zwetschen einzumachen;360;396;36
25;In Essig eingemachte Früchte;813;Zwetschen in Essig einzumachen;360;396;36
25;In Essig eingemachte Früchte;814;Noch eine andere Art, Zwetschen einzumachen;360;396;36
25;In Essig eingemachte Früchte;815;Zwiebeln einzumachen;361;397;36
26;In Salz eingemachte Gemüsearten;816;Gebrühte Bohnen einzumachen;361;397;36
26;In Salz eingemachte Gemüsearten;817;Gesalzene Bohnen einzumachen;362;398;36
27;Anhang;851;Beste Art einen vorzüglich starken und dauerhaften Essig für bürgerliche Haushaltungen zu verfertigen;371;399;28
27;Anhang;852;Esdragon-Essig zu machen;374;402;28
27;Anhang;853;Essig von blauen Veilchen zu machen;374;402;28
27;Anhang;854;Himbeeren-Essig zu machen;374;402;28
